date,frequency,current_regime,current_confidence,boundary_score,horizon_periods,horizon_label,prob_transition,prob_next_risk_on_or_fragile,prob_next_tightening_or_stress,prob_current_risk_on_growth,prob_next_risk_on_growth,prob_current_fragile_growth,prob_next_fragile_growth,prob_current_macro_tightening,prob_next_macro_tightening,prob_current_risk_off_stress,prob_next_risk_off_stress
2026-05-21,monthly,macro_tightening,1.0,0.0,1,1 month,0.3152173913043478,0.22826086956521738,0.7717391304347827,8.551582653478991e-37,0.18478260869565216,0.0,0.043478260869565216,1.0,0.6847826086956522,0.0,0.08695652173913043
2026-05-21,monthly,macro_tightening,1.0,0.0,3,3 months,0.5543478260869565,0.4673913043478261,0.5326086956521738,8.551582653478991e-37,0.31521739130434784,0.0,0.15217391304347827,1.0,0.44565217391304346,0.0,0.08695652173913043
2026-05-21,monthly,macro_tightening,1.0,0.0,6,6 months,0.5280898876404494,0.39325842696629215,0.6067415730337078,8.551582653478991e-37,0.2808988764044944,0.0,0.11235955056179775,1.0,0.47191011235955055,0.0,0.1348314606741573
2026-05-21,monthly,macro_tightening,1.0,0.0,12,12 months,0.5955056179775281,0.449438202247191,0.550561797752809,8.551582653478991e-37,0.24719101123595505,0.0,0.20224719101123595,1.0,0.4044943820224719,0.0,0.14606741573033707
